MSOA21CD,Medianage
E02006399,39
E02006400,46
E02006401,40
E02006402,44
E02006403,38
E02006404,36
E02006405,40
E02006406,37
E02006407,41
E02006408,39
E02006409,41
E02006410,37
E02006411,46
E02006412,43
E02006413,45
E02006414,45
E02006415,50
E02006416,48
E02006417,42
E02006418,49
E02006419,39
E02006420,47
E02006421,40
E02006422,43
E02006423,40
E02006424,46
E02006425,43
E02006426,44
E02006427,41
E02006429,40
E02006430,40
E02006431,39
E02006432,46
E02006433,46
E02006434,41
E02006435,45
E02006436,43
E02006437,48
E02006438,48
E02006790,47
E02006439,44
E02006440,44
E02006441,40
E02006442,46
E02006443,41
E02006444,42
E02006445,38
E02006446,47
E02006447,44
E02006448,43
E02006449,47
E02006450,46
E02006451,46
E02006453,49
E02006454,46
E02006455,44
E02006839,49
E02006456,41
E02006457,46
E02006458,44
E02006459,33
E02006460,39
E02006461,43
E02006462,40
E02006463,36
E02006464,42
E02006465,43
E02006466,36
E02006467,42
E02006534,44
E02006535,46
E02006536,44
E02006537,41
E02006538,47
E02006539,46
E02006540,48
E02006541,47
E02006542,54
E02006543,52
E02006544,48
E02006545,36
E02006546,48
E02006547,45
E02006548,46
E02006549,62
E02006550,52
E02006551,66
E02006552,44
E02006553,40
E02006554,55
E02006555,41
E02006556,50
E02006557,39
E02006558,43
E02006559,61
E02006560,54
E02006561,48
E02006562,51
E02006563,52
E02006564,51
E02006565,52
E02006566,52
E02006567,50
E02006568,37
E02006569,44
E02006570,43
E02006571,48
E02006572,40
E02006573,54
E02006574,57
E02006575,35
E02006576,36
E02006577,37
E02006578,34
E02006579,38
E02006580,39
E02006581,36
E02006582,41
E02006583,40
E02006584,35
E02006585,37
E02006586,34
E02006587,36
E02006588,38
E02006589,45
E02006590,44
E02006591,42
E02006592,48
E02006593,41
E02006594,39
E02006595,45
E02006596,42
E02006597,41
E02006598,50
E02006599,59
E02006600,51
E02006601,49
E02006602,48
E02006603,53
E02006604,42
E02006605,44
E02006606,45
E02006607,47
E02006608,48
E02006609,47
E02006610,44
E02006611,44
E02006612,40
E02006613,40
E02006614,41
E02006615,40
E02006616,40
E02006617,42
E02006618,48
E02006619,43
E02006620,47
E02006621,56
E02006622,47
E02006623,42
E02006624,46
E02006625,40
E02006626,35
E02006627,42
E02006628,38
E02006629,42
E02006630,48
E02006631,41
E02006632,50
E02006633,54
E02002985,40
E02002986,37
E02002987,48
E02002988,45
E02002989,43
E02002990,38
E02002991,37
E02002992,43
E02002993,30
E02002994,48
E02002995,34
E02002996,23
E02002997,23
E02002998,27
E02002999,39
E02003000,51
E02003001,46
E02003002,38
E02003003,37
E02003004,43
E02003005,48
E02003006,39
E02003007,42
E02003008,37
E02003009,44
E02003010,39
E02003011,44
E02003012,37
E02003013,36
E02003014,34
E02003015,35
E02003016,30
E02003017,44
E02003018,40
E02003019,38
E02003020,46
E02003021,31
E02003022,44
E02003023,37
E02003024,35
E02003025,35
E02003026,36
E02003027,33
E02003028,37
E02003029,36
E02003030,35
E02003031,31
E02003032,35
E02003033,26
E02003036,27
E02003037,27
E02003038,37
E02003039,36
E02003040,35
E02003041,31
E02003044,39
E02003045,28
E02003046,35
E02003047,33
E02003048,35
E02003049,38
E02003050,33
E02003051,33
E02003052,35
E02003053,39
E02003054,39
E02003055,34
E02003056,35
E02003057,39
E02003058,37
E02003059,35
E02003060,42
E02003061,35
E02003062,35
E02003063,44
E02003064,31
E02006887,27
E02006888,32
E02006889,30
E02006890,34
E02006949,32
E02006950,29
E02006951,23
E02006952,23
E02003065,45
E02003066,52
E02003067,42
E02003068,47
E02003069,53
E02003070,45
E02003071,48
E02003072,50
E02003073,50
E02003074,44
E02003075,46
E02003076,46
E02003077,48
E02003078,49
E02003079,42
E02003080,50
E02003081,50
E02003082,50
E02003084,41
E02003085,36
E02003086,50
E02003087,48
E02003088,50
E02003089,48
E02006845,38
E02006846,32
E02003090,41
E02003091,46
E02003092,46
E02003093,52
E02003094,43
E02003095,40
E02003096,40
E02003097,50
E02003098,36
E02003099,42
E02003101,37
E02003102,44
E02003103,36
E02003104,41
E02003105,48
E02003107,34
E02003108,38
E02003109,44
E02003110,37
E02003111,45
E02003112,39
E02003113,48.5
E02003114,42
E02003115,38
E02003116,39
E02003117,37
E02003118,41
E02003119,41
E02003120,45
E02003121,48
E02007064,39
E02007065,32
E02007066,22
E02007067,39
E02003122,50
E02003123,39
E02003124,37
E02003125,44
E02003126,40
E02003127,39
E02003128,39
E02003129,43
E02003130,40
E02003131,42
E02003132,40
E02003133,45
E02003134,37
E02003135,35
E02003136,51
E02003137,47
E02003138,39
E02003139,39
E02003140,44
E02003141,39
E02003142,39
E02003143,44
E02003144,25
E02003145,41
E02003146,31
E02003147,35
E02003148,24
E02003149,33
E02003151,50
E02003152,44
E02003153,45
E02006989,36
E02006990,40
E02003154,43
E02003155,51
E02003156,41
E02003157,40
E02003158,49
E02003159,40
E02003161,43
E02003163,59
E02003164,51
E02003165,47
E02003166,39
E02003167,52
E02003168,53
E02003169,59
E02003170,56
E02003171,53
E02006840,46
E02003212,49
E02003214,33
E02003215,50
E02003216,44
E02003217,39
E02003218,39
E02003219,37
E02003220,46
E02003221,38
E02003222,40
E02003223,36
E02003224,48
E02003225,39
E02003226,35
E02003227,35
E02003228,39
E02003229,41
E02003230,35
E02003231,37
E02003232,39
E02003233,40
E02003234,45
E02003235,41
E02003236,44
E02006847,35
E02006848,33
E02006849,38
E02003892,54
E02003893,54
E02003894,50
E02003895,44
E02003896,48
E02003897,50
E02003898,53
E02003899,49
E02003900,46
E02003901,55
E02003902,47.5
E02003903,53
E02003904,57
E02003905,44
E02003906,47
E02003907,46
E02003908,43
E02003909,41
E02003910,43
E02003911,50
E02003912,52
E02003913,54
E02003914,33
E02003915,33
E02003916,35
E02003917,44
E02003918,48
E02003919,42
E02003920,42
E02003921,48
E02003922,42
E02003923,37
E02003924,49
E02003925,45
E02003926,48
E02003927,44
E02003928,41
E02003929,53
E02003930,53
E02003931,49
E02003932,51
E02003933,54
E02003934,50
E02003935,42
E02003936,54
E02003937,52
E02003938,46
E02003939,49
E02003940,53
E02003941,42
E02003942,40
E02003943,51
E02003944,46
E02003945,55
E02003946,49
E02003947,53
E02003948,48
E02003949,49
E02003950,53
E02003951,54
E02003952,41
E02003953,44
E02003954,43
E02003955,44
E02003956,44
E02003957,46
E02003958,45
E02003959,45
E02003960,55
E02003961,48
E02003962,43
E02003963,45
E02003964,55
E02006781,50
E02006634,50
E02006635,46
E02006636,51
E02006637,43
E02006638,52
E02006639,51
E02006640,49
E02006641,48
E02006642,50
E02006644,50
E02006645,44
E02006646,42
E02006647,51
E02006648,48
E02006649,44
E02006650,38
E02006651,49
E02006652,42
E02006653,42
E02006654,43
E02006655,49
E02006656,43
E02006657,39
E02006658,47
E02006659,42
E02006660,46
E02006661,30
E02006662,38
E02006663,40
E02006664,51
E02006665,55
E02006666,42
E02006667,35
E02006668,50
E02006669,50
E02006670,41
E02006671,45
E02006672,39
E02006673,51
E02006674,42
E02006675,51
E02006676,54
E02006677,51
E02006678,42
E02006679,44
E02006680,47
E02006681,51
E02006682,49
E02006683,44
E02006684,39
E02006685,40
E02006686,45
E02006687,39
E02006688,44
E02006689,48
E02006690,50
E02006692,39
E02006693,46
E02006694,51
E02006695,54
E02007023,38
E02007024,43
E02007025,33
E02007026,28
E02003172,44
E02003173,47
E02003174,46
E02003175,40
E02003176,37
E02003177,41
E02003178,39
E02003179,43
E02003180,27
E02003181,39
E02003182,43
E02003183,39
E02003184,32
E02003185,42
E02003186,34
E02003187,39
E02003188,31
E02003189,46
E02003190,38
E02003191,52
E02003192,30
E02003194,50
E02003195,40
E02003196,53
E02003197,43
E02003198,40
E02003199,45
E02003200,40
E02003201,39
E02003202,42
E02003203,40
E02003204,44
E02003205,45
E02003206,43
E02003207,38
E02003208,41
E02003209,45
E02003210,48
E02003211,60
E02004236,52
E02004237,47
E02004238,61
E02004239,54
E02004240,41
E02004241,47
E02004242,59
E02006883,42
E02006885,43
E02004243,50
E02004244,48
E02004245,49
E02004246,58
E02004247,52
E02004248,60
E02004249,49
E02004250,56
E02004251,52
E02004252,47
E02004253,57
E02004254,47
E02004255,51
E02004256,51
E02004257,44
E02004258,53
E02004259,52
E02004260,41
E02004261,45
E02004262,53
E02004263,49
E02004264,47
E02004265,52
E02004266,43
E02004267,57
E02004268,56
E02004269,50
E02004270,55
E02004271,55
E02004272,52
E02004273,59
E02004274,54
E02004275,56
E02004276,57
E02004278,48
E02004279,53
E02004280,51
E02004281,43
E02004282,58
E02004283,49
E02004284,50
E02004285,46
E02004286,49
E02004287,48
E02004288,44
E02004289,49
E02007006,52
E02007007,46
E02004129,53
E02004130,50
E02004131,49
E02004132,49
E02004133,50
E02004135,57
E02004136,49
E02004137,57
E02004138,61
E02004139,54
E02004140,65
E02004141,51
E02004142,45
E02004143,51
E02004144,51
E02004145,61
E02004146,45
E02004147,44
E02004148,58
E02007027,39
E02007028,30
E02004149,21
E02004150,33
E02004151,40
E02004152,22
E02004153,38
E02004154,31
E02004155,41
E02004156,26
E02004157,41
E02004158,38
E02004159,38
E02004160,46
E02004161,40
E02004162,43
E02004163,46
E02004164,52
E02004165,48
E02004166,48
E02004167,40
E02004168,42
E02004169,47
E02004170,41.5
E02004171,46
E02004172,51
E02004173,50
E02004174,44
E02004175,49
E02004176,55
E02004177,47
E02004178,51
E02004179,44
E02004180,50
E02004181,45
E02004182,41
E02004183,51
E02004184,40
E02004185,54
E02004186,44
E02004187,48
E02004188,54
E02004189,47
E02004190,51
E02004191,49
E02004192,55
E02004193,45
E02004194,49
E02004195,54
E02004196,51
E02004197,53
E02004198,51
E02004199,58
E02004200,56
E02004201,54
E02004202,46
E02004203,55
E02004204,49
E02004205,50
E02004206,57
E02004207,49
E02004208,53
E02004209,45
E02004210,49
E02004211,57
E02004212,45
E02004213,38
E02004214,40
E02004215,46
E02004216,50
E02004217,49
E02004218,52
E02004219,54
E02004220,55
E02004221,57
E02004222,48
E02004223,41
E02004224,54
E02004225,47
E02004226,55
E02004227,50
E02004228,54
E02004229,47
E02004230,47
E02004231,52
E02004232,53
E02004233,51
E02004234,55
E02004235,54
E02004600,42
E02004601,47
E02004602,37
E02004603,30
E02004604,34
E02004605,38
E02004606,36
E02004607,39
E02004608,37
E02004609,45
E02004610,47
E02004611,42
E02004612,45
E02004613,49
E02004614,48
E02004615,54
E02004616,51
E02004617,47
E02004618,50
E02004619,52
E02004620,44
E02004621,48
E02004622,42
E02004623,49
E02004624,49
E02004625,48
E02004626,48
E02004627,46
E02004628,48
E02004629,44
E02004630,52
E02004631,54
E02004632,48
E02004633,50
E02004634,45
E02004635,46
E02004636,45
E02004637,40
E02004638,43
E02004639,34
E02004640,34
E02004641,50
E02004642,39
E02004643,34
E02004644,38
E02004645,44
E02004646,38
E02004647,45
E02004648,48
E02004649,38
E02004650,33
E02004651,37
E02004652,54
E02004653,48
E02004654,46
E02004655,43
E02004656,44
E02004657,48
E02004658,48
E02004659,49
E02004660,53
E02004661,49
E02004662,48
E02004663,48
E02004664,42
E02004665,48
E02004666,40
E02004667,49
E02004668,53
E02004669,50
E02004671,47
E02004672,43
E02004673,43
E02004674,37
E02007034,36
E02007035,48
E02006047,50
E02006048,47
E02006049,49
E02006050,41
E02006051,50
E02006052,50
E02006053,39
E02006054,51
E02006055,40
E02006056,49
E02006057,50
E02006058,43
E02006059,52
E02006060,43
E02006061,49
E02006062,54
E02006063,53
E02006064,55
E02006065,45
E02006066,50
E02006067,52
E02006068,37
E02006069,37
E02006070,38
E02006071,43
E02006072,53
E02006073,37
E02006074,39
E02006075,47
E02006076,53
E02006077,51
E02006078,52
E02006079,45
E02006080,39
E02006081,52
E02006082,48
E02006083,51
E02006084,54
E02006085,39
E02006086,41
E02006087,37
E02006088,38
E02006089,37
E02006090,41
E02006091,52
E02006092,46
E02006093,50
E02006094,52
E02006095,50
E02006096,45
E02006097,43
E02006098,55
E02006099,47
E02006100,42
E02006101,52
E02006102,42
E02006103,51
E02006104,38
E02006105,37
E02006106,39
E02006107,38
E02006108,46
E02006109,48
E02006110,41
E02006111,52
E02006112,51
E02006113,52
E02006114,58
E02006115,54
E02006116,57
E02006117,57
W02000001,50
W02000002,55
W02000003,39
W02000004,52
W02000005,55
W02000006,42
W02000007,44
W02000008,49
W02000009,49
W02000010,22
W02000011,35
W02000012,43
W02000013,43
W02000014,44
W02000015,39
W02000016,45
W02000017,46
W02000018,46
W02000019,51
W02000020,51
W02000021,47
W02000022,54
W02000023,51
W02000024,48
W02000025,51
W02000026,56
W02000027,51
W02000028,49
W02000029,54
W02000030,56
W02000031,50
W02000032,52
W02000033,43
W02000034,48
W02000035,43
W02000036,52
W02000037,42
W02000038,50
W02000039,48
W02000040,50
W02000041,49
W02000042,51
W02000043,48
W02000044,51
W02000045,43
W02000047,34
W02000049,46
W02000050,47
W02000051,50
W02000052,42
W02000053,48
W02000054,52
W02000055,46
W02000056,48
W02000057,52
W02000419,45
W02000058,52
W02000059,46
W02000060,41
W02000061,37
W02000062,45
W02000063,52
W02000064,39
W02000065,41
W02000066,39
W02000067,44
W02000068,45
W02000069,48
W02000070,46
W02000071,49
W02000072,39
W02000073,45
W02000074,41
W02000075,43
W02000076,50
W02000077,47
W02000080,41
W02000081,41
W02000082,39
W02000083,39
W02000085,47
W02000087,34
W02000088,38
W02000089,37
W02000090,44
W02000091,43
W02000092,41
W02000093,45
W02000094,41
W02000095,51
W02000096,48
W02000424,51
W02000425,44
W02000426,47
W02000116,49
W02000117,22
W02000118,36
W02000120,53
W02000122,55
W02000123,49
W02000124,51
W02000125,54
W02000421,51
W02000126,51
W02000127,51
W02000128,52
W02000129,50
W02000130,37
W02000131,43
W02000132,50
W02000133,51
W02000134,49
W02000135,43
W02000136,55
W02000137,40
W02000138,41
W02000139,53
W02000140,43
W02000141,53
W02000142,50
W02000143,53
W02000144,53
W02000145,52
W02000146,52
W02000147,41
W02000148,40
W02000149,47
W02000151,46
W02000152,48
W02000153,51
W02000154,44
W02000156,45
W02000157,45
W02000158,43.5
W02000159,47
W02000160,48
W02000161,42
W02000162,51
W02000163,41
W02000164,46
W02000165,40
W02000166,38
W02000167,39
W02000418,50
W02000168,41
W02000169,44
W02000170,45
W02000171,41
W02000172,41
W02000173,39
W02000174,44
W02000175,41
W02000176,44
W02000177,40
W02000178,33
W02000179,47
W02000180,37
W02000181,37
W02000182,41
W02000183,35
W02000184,43
W02000185,50
W02000186,32
W02000188,35
W02000189,46
W02000191,33
W02000192,33
W02000193,23
W02000194,41
W02000195,53
W02000196,50
W02000197,55
W02000198,53
W02000428,47
W02000200,46
W02000201,45
W02000202,44
W02000204,50
W02000205,49
W02000206,45
W02000207,49
W02000208,33
W02000210,40
W02000211,39
W02000212,44
W02000213,45
W02000214,41
W02000215,40
W02000216,43
W02000217,42
W02000417,43
W02000427,44
W02000218,39
W02000219,45
W02000220,41
W02000221,40
W02000222,47
W02000223,43
W02000224,39
W02000225,42
W02000226,46
W02000227,39
W02000228,34
W02000229,44
W02000230,48
W02000231,41
W02000232,43
W02000233,40
W02000234,42
W02000235,55
W02000236,52
W02000237,49
W02000238,52
W02000239,48
W02000240,42
W02000241,46
W02000242,48
W02000243,36
W02000244,47
W02000245,40
W02000246,53
W02000247,48
W02000248,36
W02000249,41
W02000250,41
W02000251,39
W02000367,49
W02000368,43
W02000369,35
W02000370,50
W02000371,41
W02000372,43
W02000373,36
W02000374,45
W02000375,34
W02000376,43
W02000377,36
W02000378,43
W02000379,32
W02000380,45
W02000381,38
W02000382,35
W02000383,37
W02000384,44
W02000385,40
W02000386,48
W02000387,41
W02000388,43
W02000389,38
W02000390,44
W02000391,22
W02000392,45
W02000393,36
W02000394,22
W02000395,38
W02000396,28
W02000397,42
W02000398,21
W02000399,27
W02000400,38
W02000401,41
W02000402,27
W02000403,33
W02000404,35
W02000405,29
W02000406,34
W02000407,35
W02000408,32
W02000409,36
W02000410,30
W02000411,36
W02000412,34
W02000422,31
W02000423,29
W02000252,42
W02000253,43
W02000254,43
W02000255,43
W02000256,39
W02000257,42
W02000258,43
W02000259,39
W02000260,44
W02000261,44
W02000262,42
W02000263,38
W02000264,38
W02000265,40
W02000266,39
W02000267,39
W02000268,42
W02000269,41
W02000270,41
W02000271,41
W02000272,42
W02000273,29
W02000274,40
W02000275,42
W02000276,43
W02000277,44
W02000278,43
W02000279,40
W02000280,39
W02000281,46
W02000282,42
W02000290,43
W02000291,41
W02000292,40
W02000293,40
W02000294,47
W02000295,42
W02000296,43
W02000297,42
W02000298,43
W02000299,44
W02000300,43
W02000301,39
W02000302,43
W02000303,40
W02000304,42
W02000305,42
W02000306,46
W02000307,37
W02000308,41
W02000309,44
W02000310,43
W02000311,40
W02000312,44
W02000313,42
W02000314,45
W02000315,44
W02000316,44
W02000317,42
W02000318,43
W02000319,42
W02000320,41
W02000321,42
W02000322,42
W02000323,40
W02000324,40
W02000325,37
W02000326,43
W02000327,51
W02000328,43
W02000329,40
W02000330,46
W02000331,36
W02000332,39
W02000333,42
W02000334,46
W02000335,44.5
W02000336,53
W02000337,44
W02000338,50
W02000339,48
W02000340,54
W02000341,53
W02000342,52
W02000343,43
W02000344,49
W02000345,44
W02000346,45
W02000347,48
W02000348,46
W02000349,36
W02000350,40
W02000351,39
W02000352,37
W02000353,37
W02000354,46
W02000355,40
W02000356,35
W02000357,36
W02000358,44
W02000359,32
W02000360,38
W02000361,35
W02000362,41
W02000363,44
W02000364,32
W02000365,34
W02000366,43
W02000097,51
W02000098,50
W02000099,45
W02000100,51
W02000101,51
W02000102,51
W02000103,51
W02000104,46
W02000105,35
W02000106,52
W02000107,54
W02000108,54
W02000109,50
W02000110,52
W02000111,52
W02000113,44
W02000114,54
W02000414,53
W02000416,49
W02000284,40
W02000285,43
W02000286,40
W02000287,41
W02000288,41
W02000289,42
W02000415,36
